inventory_id,product_id,warehouse_id,quantity_available,quantity_reserved,reorder_point,last_restock_date,last_stock_check,bin_location
6604,2362,5,114,9,50,2024-02-26 04:26:00,2024-03-21 04:26:00,c-55-75
6605,2363,5,234,47,30,2023-12-14 08:51:00,2024-02-07 08:51:00,B-81-98
6606,2363,3,348,13,50,2024-05-09 03:26:00,2024-05-17 03:26:00,Z-86-31
6607,2363,4,88,7,50,2024-06-03 05:31:00,2024-07-01 05:31:00,s-57-77
6608,2364,1,53,6,30,2024-03-27 00:55:00,2024-04-21 00:55:00,q-96-80
6609,2364,3,223,30,20,2023-09-07 12:32:00,2023-10-24 12:32:00,p-11-71
6610,2364,4,379,25,30,2023-01-16 12:10:00,2023-03-06 12:10:00,M-41-44
6611,2365,4,1,48,30,2024-12-13 11:09:00,2025-01-21 11:09:00,Q-96-19
6612,2365,3,357,0,10,2023-06-28 17:37:00,2023-08-13 17:37:00,S-87-11
6613,2366,3,122,25,30,2023-04-01 13:20:00,2023-04-05 13:20:00,z-48-55
6614,2366,2,277,22,20,2023-12-05 23:09:00,2024-02-03 23:09:00,N-45-03
6615,2367,3,93,33,50,2024-10-15 11:30:00,2024-11-17 11:30:00,B-29-11
6616,2368,2,1,38,50,2024-04-02 00:30:00,2024-05-23 00:30:00,G-60-81
6617,2368,4,272,32,20,2024-05-24 05:05:00,2024-06-15 05:05:00,o-51-20
6618,2369,4,139,45,30,2023-03-15 18:13:00,2023-05-02 18:13:00,U-05-47
6619,2370,4,288,17,10,2023-03-14 00:22:00,2023-04-25 00:22:00,C-25-18
6620,2371,3,1,13,100,2023-10-28 22:24:00,2023-12-02 22:24:00,V-99-69
6621,2371,5,44,48,10,2024-06-02 14:40:00,2024-07-09 14:40:00,i-79-79
6622,2372,3,166,39,100,2024-08-03 02:57:00,2024-09-22 02:57:00,h-56-73
6623,2372,5,318,42,100,2023-09-10 18:54:00,2023-11-07 18:54:00,a-33-89
6624,2373,3,349,46,10,2023-07-18 14:12:00,2023-08-02 14:12:00,T-86-03
6625,2374,4,241,41,10,2023-12-14 15:41:00,2024-01-19 15:41:00,O-57-82
6626,2375,1,357,25,30,2023-10-25 22:29:00,2023-12-05 22:29:00,Y-44-22
6627,2375,5,64,33,100,2023-05-17 15:24:00,2023-07-11 15:24:00,M-98-97
6628,2376,1,359,49,30,2024-07-20 10:29:00,2024-08-14 10:29:00,s-02-12
6629,2377,4,385,33,10,2023-11-15 11:52:00,2023-11-22 11:52:00,J-06-56
6630,2377,1,103,11,50,2023-01-06 20:56:00,2023-02-11 20:56:00,Y-82-28
6631,2377,5,83,43,10,2024-03-26 01:54:00,2024-03-30 01:54:00,k-04-89
6632,2378,3,234,7,20,2024-06-12 02:15:00,2024-07-27 02:15:00,s-50-26
6633,2378,1,256,19,100,2024-03-18 09:51:00,2024-05-01 09:51:00,h-49-82
6634,2378,2,99,13,50,2024-10-11 02:32:00,2024-11-03 02:32:00,h-06-62
6635,2379,4,328,27,100,2024-06-12 23:35:00,2024-06-15 23:35:00,w-00-04
6636,2379,5,233,16,50,2023-09-09 08:36:00,2023-11-08 08:36:00,B-34-23
6637,2380,3,172,35,100,2023-11-27 03:18:00,2023-12-26 03:18:00,I-73-50
6638,2381,5,23,29,100,2024-11-09 12:59:00,2024-12-13 12:59:00,I-52-09
6639,2382,2,366,7,10,2023-07-23 11:56:00,2023-09-16 11:56:00,n-12-87
6640,2383,3,276,37,100,2024-10-16 11:01:00,2024-12-13 11:01:00,Z-23-21
6641,2383,1,280,3,50,2024-11-15 01:15:00,2025-01-08 01:15:00,r-04-36
6642,2384,1,101,27,20,2024-05-04 04:15:00,2024-06-24 04:15:00,r-06-45
6643,2384,4,119,6,20,2023-01-20 11:53:00,2023-03-16 11:53:00,v-18-32
6644,2385,1,27,17,30,2024-12-17 10:29:00,2025-01-06 10:29:00,H-07-94
6645,2385,3,375,32,30,2024-04-11 11:55:00,2024-05-10 11:55:00,a-64-16
6646,2385,5,228,48,30,2023-09-19 20:21:00,2023-10-29 20:21:00,Q-24-56
6647,2386,2,30,43,50,2024-12-23 07:04:00,2025-01-14 07:04:00,k-44-89
6648,2387,1,201,14,10,2024-08-29 06:04:00,2024-10-20 06:04:00,X-37-17
6649,2388,5,138,48,50,2024-02-18 11:40:00,2024-03-09 11:40:00,V-96-03
6650,2389,3,98,29,10,2023-01-26 10:46:00,2023-02-20 10:46:00,K-89-89
6651,2390,5,78,49,30,2024-11-27 09:15:00,2024-12-09 09:15:00,K-14-13
6652,2391,5,167,43,100,2024-04-20 15:20:00,2024-06-06 15:20:00,O-96-52
6653,2391,4,2,47,10,2023-11-10 18:29:00,2023-12-18 18:29:00,E-60-10
6654,2392,3,261,8,30,2024-05-13 21:33:00,2024-06-05 21:33:00,u-56-44
6655,2393,2,312,3,50,2023-12-19 08:12:00,2024-01-29 08:12:00,Z-55-72
6656,2394,2,121,14,20,2024-09-06 22:28:00,2024-10-21 22:28:00,z-37-41
6657,2395,4,157,47,30,2023-09-05 20:17:00,2023-10-14 20:17:00,M-97-87
6658,2396,3,320,22,50,2023-03-17 04:24:00,2023-03-28 04:24:00,l-42-79
6659,2397,2,44,48,10,2024-02-19 15:06:00,2024-03-22 15:06:00,s-39-42
6660,2397,1,69,10,100,2024-02-18 09:27:00,2024-02-24 09:27:00,d-72-62
6661,2398,3,54,22,30,2024-02-02 05:49:00,2024-03-04 05:49:00,h-80-75
6662,2399,2,214,44,20,2024-10-01 17:12:00,2024-10-24 17:12:00,F-74-56
6663,2399,3,389,19,10,2024-02-18 09:44:00,2024-04-04 09:44:00,e-33-42
6664,2400,2,236,20,30,2023-08-07 22:14:00,2023-10-04 22:14:00,N-64-73
6665,2400,1,183,24,10,2024-02-24 06:08:00,2024-04-10 06:08:00,q-78-56
6666,2401,1,274,12,20,2024-11-11 08:12:00,2025-01-05 08:12:00,g-85-64
6667,2402,4,230,22,50,2024-12-18 19:01:00,2025-02-15 19:01:00,L-33-96
6668,2403,2,178,22,100,2023-09-17 14:51:00,2023-11-09 14:51:00,I-91-90
6669,2404,1,17,11,100,2024-06-01 21:29:00,2024-07-15 21:29:00,J-92-72
6670,2404,4,165,15,20,2024-01-06 11:24:00,2024-02-19 11:24:00,A-52-51
6671,2405,4,327,4,10,2024-12-06 20:10:00,2025-01-30 20:10:00,m-43-25
6672,2406,5,395,5,30,2023-06-12 13:57:00,2023-08-04 13:57:00,s-60-11
6673,2407,2,328,16,100,2024-12-10 05:50:00,2024-12-29 05:50:00,p-29-30
6674,2407,5,239,1,100,2024-12-07 07:48:00,2025-01-25 07:48:00,I-56-86
6675,2408,2,261,43,100,2023-08-12 15:23:00,2023-09-07 15:23:00,b-54-00
6676,2408,1,82,21,20,2023-04-16 03:45:00,2023-05-11 03:45:00,V-30-06
6677,2409,3,246,10,30,2024-06-27 21:43:00,2024-08-09 21:43:00,L-20-47
6678,2409,4,110,49,30,2024-04-09 02:58:00,2024-05-29 02:58:00,p-03-55
6679,2410,3,49,43,10,2024-03-28 20:14:00,2024-05-26 20:14:00,m-33-96
6680,2410,2,311,39,10,2023-03-06 03:25:00,2023-04-24 03:25:00,Y-16-51
6681,2410,1,367,15,30,2024-03-23 15:04:00,2024-05-08 15:04:00,y-10-52
6682,2411,3,34,49,50,2024-03-21 18:03:00,2024-04-23 18:03:00,M-36-29
6683,2412,5,17,20,20,2023-02-07 08:42:00,2023-03-15 08:42:00,z-48-84
6684,2413,4,16,32,30,2023-03-09 17:39:00,2023-04-13 17:39:00,u-09-77
6685,2413,1,296,7,20,2023-01-05 09:04:00,2023-01-11 09:04:00,V-59-90
6686,2414,5,214,43,20,2024-02-11 04:29:00,2024-03-30 04:29:00,r-99-38
6687,2415,2,72,48,10,2024-03-10 02:59:00,2024-04-03 02:59:00,K-01-73
6688,2415,5,299,37,20,2023-06-11 23:43:00,2023-06-14 23:43:00,q-27-96
6689,2416,1,161,13,50,2023-10-21 11:32:00,2023-12-01 11:32:00,c-17-64
6690,2416,5,359,1,20,2023-09-10 03:36:00,2023-10-07 03:36:00,K-56-89
6691,2416,4,10,40,50,2024-04-30 10:19:00,2024-05-31 10:19:00,M-41-03
6692,2417,2,209,7,10,2024-10-03 21:49:00,2024-10-30 21:49:00,Z-25-67
6693,2418,4,73,41,50,2023-02-04 21:37:00,2023-04-04 21:37:00,J-00-23
6694,2418,1,381,40,20,2024-02-25 04:33:00,2024-03-16 04:33:00,x-15-53
6695,2418,2,313,13,20,2023-03-23 22:48:00,2023-05-16 22:48:00,J-76-96
6696,2419,1,88,48,10,2024-11-26 22:12:00,2024-12-11 22:12:00,T-16-84
6697,2419,3,205,35,50,2023-12-03 15:37:00,2024-01-11 15:37:00,J-13-76
6698,2420,5,194,11,20,2023-04-18 19:39:00,2023-06-07 19:39:00,S-14-27
6699,2420,4,121,15,30,2024-08-09 06:49:00,2024-10-05 06:49:00,h-82-46
6700,2420,3,339,12,50,2023-06-11 08:50:00,2023-06-15 08:50:00,u-30-69
6701,2421,1,10,19,100,2024-12-03 22:24:00,2025-01-08 22:24:00,G-43-70
6702,2422,2,4,31,50,2023-02-04 18:45:00,2023-03-28 18:45:00,A-65-45
6703,2423,1,83,16,20,2023-08-18 12:43:00,2023-10-03 12:43:00,i-03-56
6704,2424,5,8,0,50,2024-01-28 06:37:00,2024-02-15 06:37:00,p-63-58
6705,2425,3,79,14,30,2024-01-24 14:19:00,2024-01-26 14:19:00,T-56-07
6706,2425,4,315,44,10,2024-03-30 19:03:00,2024-05-12 19:03:00,u-60-84
6707,2426,1,212,49,10,2023-01-30 15:33:00,2023-03-02 15:33:00,E-15-57
6708,2426,3,36,34,50,2023-03-09 06:35:00,2023-04-03 06:35:00,h-10-68
6709,2427,5,106,14,20,2023-07-29 01:43:00,2023-09-14 01:43:00,w-31-35
6710,2428,2,171,40,20,2024-09-18 09:56:00,2024-10-17 09:56:00,Q-43-34
6711,2428,3,219,18,10,2024-05-07 15:07:00,2024-06-07 15:07:00,K-75-65
6712,2429,1,340,44,100,2023-05-20 12:52:00,2023-05-31 12:52:00,W-03-63
6713,2430,2,348,27,30,2024-07-30 06:04:00,2024-09-26 06:04:00,d-75-88
6714,2431,5,351,34,20,2024-02-18 09:53:00,2024-03-28 09:53:00,S-44-79
6715,2432,3,351,6,50,2023-11-19 06:28:00,2024-01-05 06:28:00,F-55-36
6716,2432,5,131,16,50,2024-04-04 04:48:00,2024-05-25 04:48:00,a-12-66
6717,2433,1,173,50,30,2023-06-23 14:22:00,2023-08-12 14:22:00,Q-60-92
6718,2433,2,98,40,20,2024-02-01 18:33:00,2024-03-18 18:33:00,E-82-44
6719,2434,3,12,37,10,2024-10-26 01:54:00,2024-12-17 01:54:00,E-25-88
6720,2435,4,57,44,30,2023-03-17 08:10:00,2023-05-05 08:10:00,R-66-30
6721,2436,2,104,17,10,2024-06-21 21:23:00,2024-08-02 21:23:00,w-98-50
6722,2436,1,280,6,10,2024-03-01 22:51:00,2024-04-02 22:51:00,z-26-69
6723,2437,3,375,50,50,2024-09-09 15:50:00,2024-09-18 15:50:00,X-74-36
6724,2438,5,323,27,20,2023-08-31 01:34:00,2023-09-14 01:34:00,U-71-15
6725,2439,3,54,37,30,2024-06-11 15:06:00,2024-07-06 15:06:00,g-88-86
6726,2439,2,148,12,100,2024-07-30 21:57:00,2024-08-31 21:57:00,Q-28-31
6727,2440,4,66,20,50,2024-01-25 17:18:00,2024-01-31 17:18:00,s-37-18
6728,2441,5,366,30,30,2024-08-04 07:21:00,2024-09-05 07:21:00,e-37-95
6729,2441,1,288,42,100,2024-08-20 21:50:00,2024-08-21 21:50:00,c-14-41
6730,2442,5,20,19,20,2023-04-30 06:26:00,2023-05-19 06:26:00,g-63-68
6731,2443,5,28,4,10,2024-11-24 22:57:00,2024-12-25 22:57:00,Y-81-96
6732,2443,2,0,5,50,2024-10-07 11:22:00,2024-11-09 11:22:00,V-92-30
6733,2443,4,21,37,100,2023-10-23 00:14:00,2023-11-04 00:14:00,z-69-39
6734,2444,1,370,2,10,2024-05-23 20:26:00,2024-06-17 20:26:00,e-40-80
6735,2444,5,260,29,10,2024-03-07 07:37:00,2024-04-18 07:37:00,b-76-03
6736,2445,5,19,4,10,2023-02-01 17:48:00,2023-02-11 17:48:00,D-63-07
6737,2445,1,150,31,20,2024-03-22 16:44:00,2024-03-26 16:44:00,m-91-28
6738,2446,1,293,43,10,2024-12-31 09:12:00,2025-01-19 09:12:00,T-41-66
6739,2446,3,332,14,30,2023-06-30 05:03:00,2023-07-06 05:03:00,Y-87-20
6740,2447,5,238,32,20,2023-12-06 09:38:00,2024-01-09 09:38:00,Y-85-06
6741,2448,4,53,7,10,2024-11-18 20:38:00,2024-12-07 20:38:00,D-76-75
6742,2448,1,255,2,30,2023-09-02 12:59:00,2023-10-08 12:59:00,r-55-02
6743,2448,3,12,18,100,2024-03-24 07:44:00,2024-04-13 07:44:00,k-08-04
6744,2449,4,257,42,10,2024-10-12 11:15:00,2024-10-13 11:15:00,S-00-00
6745,2449,2,320,49,10,2023-08-07 06:39:00,2023-09-21 06:39:00,y-84-40
6746,2450,4,254,33,10,2023-04-23 09:22:00,2023-05-29 09:22:00,K-35-07
6747,2450,2,284,30,50,2024-01-30 13:18:00,2024-03-13 13:18:00,h-16-71
6748,2451,3,382,49,50,2024-05-31 04:48:00,2024-06-13 04:48:00,W-10-54
6749,2451,2,275,34,100,2023-02-07 19:34:00,2023-04-04 19:34:00,h-19-28
6750,2452,3,192,30,50,2023-03-22 09:53:00,2023-04-05 09:53:00,Y-34-79
6751,2453,5,206,3,30,2023-12-17 01:33:00,2023-12-28 01:33:00,s-07-08
6752,2453,1,221,39,50,2024-05-28 18:03:00,2024-07-03 18:03:00,F-38-13
6753,2454,5,268,40,50,2023-05-26 04:05:00,2023-07-03 04:05:00,J-30-54
6754,2454,4,75,42,10,2023-10-11 17:23:00,2023-11-14 17:23:00,N-88-45
6755,2455,4,370,49,30,2024-02-01 01:21:00,2024-03-02 01:21:00,R-84-79
6756,2455,1,126,3,50,2024-02-08 23:49:00,2024-03-01 23:49:00,h-72-74
6757,2456,2,86,11,50,2023-06-14 10:50:00,2023-08-09 10:50:00,Z-99-38
6758,2456,4,373,16,30,2024-04-24 21:24:00,2024-05-01 21:24:00,Q-32-20
6759,2456,5,181,39,10,2024-04-19 03:20:00,2024-05-19 03:20:00,K-69-94
6760,2457,5,170,8,100,2024-09-14 01:27:00,2024-11-09 01:27:00,K-09-54
6761,2457,2,288,49,10,2023-04-29 06:18:00,2023-06-04 06:18:00,s-22-79
6762,2458,1,23,24,10,2024-03-27 19:37:00,2024-04-24 19:37:00,e-71-70
6763,2459,4,311,0,100,2024-06-13 12:39:00,2024-08-02 12:39:00,s-12-34
6764,2460,3,65,3,10,2023-11-25 23:14:00,2024-01-21 23:14:00,H-37-86
6765,2460,5,320,29,100,2023-05-04 01:37:00,2023-05-30 01:37:00,v-01-33
6766,2460,1,309,48,20,2023-10-23 11:32:00,2023-11-29 11:32:00,g-46-35
6767,2461,5,182,35,30,2023-11-12 14:28:00,2023-12-07 14:28:00,O-14-29
6768,2462,2,383,26,50,2023-01-01 21:32:00,2023-01-16 21:32:00,Q-82-15
6769,2463,2,289,14,10,2024-03-12 15:05:00,2024-05-07 15:05:00,f-06-16
6770,2463,5,295,41,10,2023-11-13 18:41:00,2023-12-03 18:41:00,c-61-33
6771,2464,3,68,28,30,2023-10-12 18:21:00,2023-11-28 18:21:00,l-96-12
6772,2464,4,378,25,30,2024-12-04 05:38:00,2024-12-28 05:38:00,o-88-05
6773,2465,2,199,20,30,2024-06-21 20:46:00,2024-06-23 20:46:00,D-59-13
6774,2465,3,144,4,50,2023-05-28 07:32:00,2023-07-27 07:32:00,N-38-71
6775,2466,5,120,44,100,2023-06-29 18:59:00,2023-08-23 18:59:00,K-99-46
6776,2467,2,171,19,50,2024-03-22 14:34:00,2024-05-05 14:34:00,i-85-89
6777,2467,4,103,38,100,2023-10-11 10:22:00,2023-10-30 10:22:00,L-49-18
6778,2468,5,303,46,50,2024-02-29 06:17:00,2024-03-17 06:17:00,t-62-68
6779,2469,2,358,37,30,2023-11-01 15:47:00,2023-12-03 15:47:00,V-82-10
6780,2469,4,310,6,50,2023-04-01 07:34:00,2023-05-20 07:34:00,K-82-77
6781,2470,1,6,23,10,2024-07-28 11:13:00,2024-07-30 11:13:00,E-80-59
6782,2470,2,274,7,100,2023-02-08 22:03:00,2023-02-11 22:03:00,E-39-29
6783,2470,5,131,42,10,2023-01-10 07:38:00,2023-03-01 07:38:00,W-78-47
6784,2471,4,269,26,50,2024-09-05 06:50:00,2024-11-03 06:50:00,h-35-02
6785,2471,5,274,41,100,2023-01-23 11:54:00,2023-02-10 11:54:00,N-09-65
6786,2471,3,332,45,10,2024-07-22 05:11:00,2024-08-24 05:11:00,t-97-24
6787,2472,2,54,32,30,2023-08-04 15:17:00,2023-09-01 15:17:00,R-90-63
6788,2472,1,377,30,10,2024-10-27 19:13:00,2024-12-02 19:13:00,U-72-41
6789,2472,3,183,8,50,2023-03-09 22:43:00,2023-04-27 22:43:00,v-79-66
6790,2473,2,71,44,30,2023-04-13 18:30:00,2023-05-04 18:30:00,d-09-13
6791,2473,4,88,38,100,2023-03-17 10:17:00,2023-03-20 10:17:00,S-31-29
6792,2474,4,212,23,20,2024-03-19 15:03:00,2024-05-12 15:03:00,h-90-18
6793,2474,2,109,13,20,2023-11-12 19:32:00,2024-01-02 19:32:00,z-52-32
6794,2475,5,119,2,30,2023-10-26 09:04:00,2023-11-22 09:04:00,t-14-32
6795,2476,3,264,9,100,2024-02-14 15:41:00,2024-04-04 15:41:00,T-33-79
6796,2477,3,224,30,10,2023-11-30 04:23:00,2023-12-17 04:23:00,m-61-31
6797,2478,3,37,14,10,2023-10-30 16:29:00,2023-11-17 16:29:00,S-34-71
6798,2479,5,34,10,20,2023-07-05 03:30:00,2023-07-28 03:30:00,p-01-72
6799,2480,2,80,49,100,2023-01-25 05:14:00,2023-03-02 05:14:00,v-48-51
6800,2480,5,9,15,30,2024-01-19 18:28:00,2024-01-31 18:28:00,D-27-33
6801,2481,5,362,20,30,2024-01-29 11:20:00,2024-02-18 11:20:00,V-65-38
6802,2481,2,133,3,20,2023-03-27 02:40:00,2023-05-05 02:40:00,K-33-20
6803,2482,5,103,42,50,2023-10-22 09:49:00,2023-11-22 09:49:00,H-50-82
6804,2483,3,335,20,50,2023-06-16 09:03:00,2023-08-03 09:03:00,l-56-19
6805,2483,4,188,24,10,2024-10-10 08:39:00,2024-11-11 08:39:00,N-06-23
6806,2484,3,312,38,20,2023-08-30 01:57:00,2023-10-10 01:57:00,K-81-81
6807,2484,5,311,0,100,2024-11-01 20:27:00,2024-11-28 20:27:00,l-97-45
6808,2485,5,284,28,30,2023-07-16 21:27:00,2023-08-10 21:27:00,X-09-57
6809,2485,3,365,10,100,2023-08-31 13:37:00,2023-09-24 13:37:00,k-71-88
6810,2485,4,47,25,20,2024-11-08 01:47:00,2024-12-12 01:47:00,C-10-43
6811,2486,1,311,40,10,2023-10-13 02:27:00,2023-11-21 02:27:00,m-88-01
6812,2487,1,63,46,30,2023-11-20 07:29:00,2024-01-03 07:29:00,L-07-84
6813,2487,3,4,17,100,2023-08-12 17:43:00,2023-08-21 17:43:00,v-37-55
6814,2488,1,131,30,20,2023-09-02 20:01:00,2023-10-17 20:01:00,M-18-18
6815,2488,5,359,6,10,2023-03-17 16:21:00,2023-04-23 16:21:00,t-07-26
6816,2489,1,234,42,20,2024-05-18 10:14:00,2024-07-11 10:14:00,M-36-50
6817,2490,3,383,27,30,2023-01-17 03:59:00,2023-01-21 03:59:00,W-04-21
6818,2491,2,175,31,10,2024-11-05 07:20:00,2024-11-12 07:20:00,M-77-44
6819,2492,4,190,28,50,2024-11-16 02:03:00,2024-12-13 02:03:00,D-89-41
6820,2493,2,337,14,10,2024-04-17 13:26:00,2024-05-08 13:26:00,K-67-15
6821,2493,5,67,1,100,2024-08-01 14:03:00,2024-09-02 14:03:00,X-77-38
6822,2494,3,386,28,30,2023-11-25 02:59:00,2023-12-17 02:59:00,A-56-38
6823,2495,2,338,15,100,2023-10-24 09:22:00,2023-12-10 09:22:00,a-89-00
6824,2495,1,274,45,100,2023-04-24 13:26:00,2023-05-08 13:26:00,N-17-21
6825,2496,3,310,0,20,2024-03-04 10:58:00,2024-04-01 10:58:00,S-80-42
6826,2497,2,328,37,10,2023-08-20 22:22:00,2023-09-02 22:22:00,D-56-94
6827,2498,1,353,25,100,2023-09-06 20:17:00,2023-10-23 20:17:00,y-38-27
6828,2499,4,364,14,30,2024-05-27 16:42:00,2024-07-09 16:42:00,i-88-18
6829,2500,1,90,40,20,2024-11-15 15:20:00,2024-11-27 15:20:00,t-78-80
6830,2500,2,43,29,30,2024-05-01 03:00:00,2024-06-14 03:00:00,t-94-65
6831,2501,3,271,13,50,2024-11-14 11:20:00,2024-12-31 11:20:00,s-55-68
6832,2502,1,379,32,50,2023-10-02 00:00:00,2023-11-18 00:00:00,n-68-95
6833,2503,1,358,21,50,2023-12-31 15:26:00,2024-01-01 15:26:00,g-93-05
6834,2504,1,82,40,30,2024-08-04 08:16:00,2024-10-02 08:16:00,f-14-92
6835,2504,2,155,21,50,2024-11-04 00:23:00,2024-11-17 00:23:00,d-96-19
6836,2504,5,192,43,100,2023-04-06 01:00:00,2023-05-17 01:00:00,i-40-83
6837,2505,5,372,42,20,2023-06-08 16:42:00,2023-07-08 16:42:00,o-96-67
6838,2506,1,80,39,30,2024-11-19 11:35:00,2024-12-16 11:35:00,z-99-82
6839,2506,2,143,10,20,2023-02-12 16:43:00,2023-04-08 16:43:00,l-05-83
6840,2507,4,3,11,30,2023-08-28 13:41:00,2023-10-26 13:41:00,y-77-33
6841,2508,5,206,12,20,2023-11-09 21:15:00,2023-11-11 21:15:00,n-03-75
6842,2508,4,121,24,20,2023-07-17 18:19:00,2023-07-25 18:19:00,I-09-59
6843,2508,2,105,36,20,2024-10-26 21:53:00,2024-10-30 21:53:00,E-42-39
6844,2509,4,123,30,20,2024-05-02 12:52:00,2024-05-31 12:52:00,I-59-59
6845,2510,4,259,32,30,2024-09-01 11:27:00,2024-10-06 11:27:00,A-55-21
6846,2510,3,130,28,30,2023-10-20 17:49:00,2023-11-06 17:49:00,Q-10-53
6847,2511,3,200,48,10,2024-10-18 18:30:00,2024-11-14 18:30:00,E-48-44
6848,2512,4,13,11,100,2024-12-14 16:07:00,2025-02-11 16:07:00,H-96-39
6849,2513,2,169,34,10,2024-11-03 17:55:00,2024-11-16 17:55:00,Q-51-17
6850,2514,2,352,30,10,2023-08-13 12:55:00,2023-08-15 12:55:00,I-12-73
6851,2515,2,25,25,10,2023-09-15 19:42:00,2023-10-16 19:42:00,A-65-38
6852,2515,3,217,42,100,2023-05-06 16:41:00,2023-06-03 16:41:00,w-72-22
6853,2516,2,345,7,50,2023-02-26 18:45:00,2023-04-26 18:45:00,d-67-28
6854,2517,5,15,26,10,2023-10-28 12:51:00,2023-11-01 12:51:00,y-60-81
6855,2518,2,302,3,50,2024-04-19 21:33:00,2024-06-09 21:33:00,q-02-09
6856,2519,2,205,48,100,2024-10-10 05:58:00,2024-10-16 05:58:00,n-47-43
6857,2520,5,171,41,100,2024-04-15 11:03:00,2024-05-20 11:03:00,p-43-44
6858,2520,1,50,38,30,2024-08-02 04:03:00,2024-08-04 04:03:00,i-83-75
6859,2520,4,134,5,50,2023-09-11 15:29:00,2023-11-05 15:29:00,s-87-34
6860,2521,3,214,40,30,2024-08-05 00:39:00,2024-08-29 00:39:00,O-84-75
6861,2522,5,150,43,30,2024-04-18 21:30:00,2024-06-15 21:30:00,h-27-25
6862,2523,5,158,49,30,2023-01-22 04:48:00,2023-03-16 04:48:00,W-27-55
6863,2523,1,362,46,20,2023-10-10 15:38:00,2023-11-06 15:38:00,f-43-35
6864,2524,2,185,39,20,2023-06-19 00:47:00,2023-07-09 00:47:00,S-46-48
6865,2525,5,169,10,30,2024-09-02 21:30:00,2024-11-01 21:30:00,F-12-77
6866,2525,4,287,20,50,2024-03-27 01:21:00,2024-04-29 01:21:00,S-54-03
6867,2525,3,45,13,100,2024-09-17 20:22:00,2024-10-23 20:22:00,g-00-54
6868,2526,3,197,35,20,2024-07-10 16:36:00,2024-09-04 16:36:00,H-67-20
6869,2527,2,57,40,10,2023-07-10 02:23:00,2023-08-19 02:23:00,B-19-20
6870,2528,3,226,34,100,2024-11-21 03:06:00,2025-01-07 03:06:00,q-85-85
6871,2528,2,89,6,100,2023-02-18 01:43:00,2023-04-13 01:43:00,C-19-98
6872,2529,1,183,29,100,2024-06-16 10:08:00,2024-06-30 10:08:00,M-62-11
6873,2530,2,362,22,30,2023-04-23 16:34:00,2023-06-15 16:34:00,y-04-82
6874,2530,3,146,28,10,2023-07-30 23:15:00,2023-09-17 23:15:00,y-12-92
6875,2531,3,163,8,20,2024-01-20 02:19:00,2024-03-17 02:19:00,k-65-62
6876,2531,1,107,11,30,2024-12-14 23:30:00,2025-02-08 23:30:00,y-25-16
6877,2532,1,12,34,10,2023-09-28 01:08:00,2023-11-17 01:08:00,H-96-78
6878,2533,5,217,45,50,2024-04-24 00:18:00,2024-06-02 00:18:00,p-80-29
6879,2533,2,82,46,50,2024-07-15 00:23:00,2024-08-23 00:23:00,C-78-45
6880,2534,3,256,6,20,2023-07-02 22:46:00,2023-07-10 22:46:00,X-83-39
6881,2534,4,390,18,30,2024-01-08 10:46:00,2024-03-08 10:46:00,q-03-97
6882,2534,5,7,2,20,2024-07-01 09:23:00,2024-08-30 09:23:00,z-32-92
6883,2535,5,204,11,50,2024-03-23 22:07:00,2024-04-13 22:07:00,N-19-30
6884,2536,5,263,49,20,2023-06-16 14:57:00,2023-07-10 14:57:00,n-47-71
6885,2537,4,56,12,20,2023-11-14 01:12:00,2024-01-03 01:12:00,C-08-89
6886,2537,1,132,20,30,2024-11-14 13:17:00,2024-12-18 13:17:00,l-93-21
6887,2538,4,232,35,100,2023-12-21 16:56:00,2024-02-09 16:56:00,P-85-37
6888,2538,3,214,17,50,2023-06-04 06:33:00,2023-07-10 06:33:00,b-83-52
6889,2538,1,337,32,10,2024-10-24 04:22:00,2024-12-08 04:22:00,D-80-14
6890,2539,2,148,5,100,2023-09-04 00:07:00,2023-09-21 00:07:00,S-97-09
6891,2540,2,129,4,10,2023-03-25 21:45:00,2023-03-26 21:45:00,G-14-34
6892,2540,4,246,21,20,2024-08-10 11:53:00,2024-09-26 11:53:00,T-39-80
6893,2540,3,42,39,20,2024-03-12 00:38:00,2024-05-03 00:38:00,y-48-64
6894,2541,5,151,50,30,2024-11-10 17:03:00,2024-11-23 17:03:00,A-04-17
6895,2542,2,266,39,30,2023-06-01 01:11:00,2023-06-20 01:11:00,Q-92-34
6896,2542,4,49,12,20,2023-06-02 07:05:00,2023-07-08 07:05:00,U-86-37
6897,2542,3,209,41,10,2023-11-10 00:58:00,2023-12-20 00:58:00,W-24-39
6898,2543,4,107,37,10,2024-03-27 13:45:00,2024-05-06 13:45:00,O-42-37
6899,2544,4,123,43,10,2024-12-15 12:57:00,2025-02-10 12:57:00,F-35-61
6900,2545,2,123,44,20,2023-06-19 18:11:00,2023-07-16 18:11:00,Y-29-97
6901,2546,2,188,8,50,2024-03-29 11:25:00,2024-04-09 11:25:00,v-68-87
6902,2547,2,230,33,100,2023-02-10 00:59:00,2023-04-11 00:59:00,r-11-28
6903,2548,2,22,38,20,2024-04-26 12:27:00,2024-06-12 12:27:00,Y-18-49
6904,2549,4,204,1,30,2024-05-10 19:35:00,2024-05-27 19:35:00,b-29-62
6905,2550,3,21,8,10,2024-01-17 13:07:00,2024-02-11 13:07:00,s-40-04
